STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME_x,LSAD,ALAND,AWATER,geometry,NAME_y,pov_level_estimate,med_inc_estimate,pov_level_moe,med_inc_moe,census_tract,counts
36,047,025100,1400000US36047025100,36047025100,251,CT,138489,0,"POLYGON ((-73.951464 40.689864, -73.948185 40.690242, -73.947893 40.688776, -73.94774799999999 40.688044, -73.947602 40.687311, -73.947456 40.686578, -73.94731 40.685846, -73.95058999999999 40.685466999999996, -73.95088299999999 40.686932999999996, -73.95117499999999 40.6884, -73.951464 40.689864))","Census Tract 251, Kings County, New York",4032,46947,581,24674,36047025100,7
36,047,026200,1400000US36047026200,36047026200,262,CT,157859,0,"POLYGON ((-73.99903599999999 40.618946, -73.998595 40.620501999999995, -73.998295 40.621618999999995, -73.996393 40.620582, -73.993877 40.619156, -73.995418 40.617672999999996, -73.99600199999999 40.617112, -73.99716599999999 40.615995, -73.999488 40.617405, -73.99903599999999 40.618946))","Census Tract 262, Kings County, New York",2819,80139,529,34232,36047026200,1
36,047,027600,1400000US36047027600,36047027600,276,CT,149396,0,"POLYGON ((-74.001302 40.611067999999996, -74.00107299999999 40.61183, -74.000911 40.612387999999996, -74.000739 40.612555, -73.99958 40.613669, -73.997171 40.612215, -73.998313 40.611084, -73.996338 40.609894, -73.996922 40.609335, -73.997503 40.608775, -73.999454 40.60995, -74.00002099999999 40.609386, -74.000935 40.608637, -74.002665 40.60957, -74.001302 40.611067999999996))","Census Tract 276, Kings County, New York",3938,56652,722,3784,36047027600,6
36,081,037700,1400000US36081037700,36081037700,377,CT,146818,0,"POLYGON ((-73.871324 40.757036, -73.870414 40.757132, -73.867463 40.757442, -73.86657 40.757535999999995, -73.866238 40.755705999999996, -73.86690399999999 40.754363, -73.868906 40.753941999999995, -73.86980199999999 40.753751, -73.870695 40.753564, -73.870995 40.755207999999996, -73.871324 40.757036))","Census Tract 377, Queens County, New York",4058,75781,813,13454,36081037700,3
36,081,043702,1400000US36081043702,36081043702,437.02,CT,175706,0,"POLYGON ((-73.860072 40.738372999999996, -73.858975 40.738698, -73.857702 40.73936, -73.857309 40.739681, -73.856454 40.740362999999995, -73.853129 40.739374, -73.853392 40.738689, -73.853717 40.738074999999995, -73.854072 40.73744, -73.853734 40.737325999999996, -73.854181 40.736954, -73.855085 40.736801, -73.85877099999999 40.735785, -73.85886599999999 40.735938999999995, -73.859387 40.737043, -73.860072 40.738372999999996))","Census Tract 437.02, Queens County, New York",8406,55573,1214,8280,36081043702,2
36,081,044601,1400000US36081044601,36081044601,446.01,CT,224773,0,"POLYGON ((-73.80165699999999 40.705760999999995, -73.79997 40.706379999999996, -73.799144 40.706685, -73.79825799999999 40.707015999999996, -73.796317 40.707723, -73.794895 40.705461, -73.793792 40.704032, -73.79608999999999 40.703294, -73.797124 40.703035, -73.79992 40.702473999999995, -73.800201 40.703340999999995, -73.80165699999999 40.705760999999995))","Census Tract 446.01, Queens County, New York",3835,51585,571,10630,36081044601,8
36,047,084000,1400000US36047084000,36047084000,840,CT,170057,0,"POLYGON ((-73.933478 40.644192, -73.929599 40.644433, -73.929355 40.642134, -73.92910599999999 40.639795, -73.932013 40.639616, -73.93298399999999 40.639555, -73.933234 40.641895, -73.933478 40.644192))","Census Tract 840, Kings County, New York",2599,69948,495,29896,36047084000,2
36,047,086800,1400000US36047086800,36047086800,868,CT,174581,0,"POLYGON ((-73.931907 40.656537, -73.930903 40.65661, -73.927995 40.656802, -73.92785599999999 40.655516, -73.927694 40.653985, -73.927514 40.652318, -73.92847499999999 40.652176, -73.930381 40.651734, -73.931392 40.651689999999995, -73.931608 40.653742, -73.931772 40.655273, -73.931907 40.656537))","Census Tract 868, Kings County, New York",3366,42171,650,15460,36047086800,7
36,047,089800,1400000US36047089800,36047089800,898,CT,154357,0,"POLYGON ((-73.91682999999999 40.662973, -73.915875 40.663115999999995, -73.91626699999999 40.664654, -73.914391 40.66493, -73.913472 40.665065999999996, -73.912516 40.665209, -73.912122 40.663672999999996, -73.911727 40.662135, -73.911335 40.660596999999996, -73.912292 40.660455, -73.91320999999999 40.660319, -73.914131 40.660181, -73.914526 40.661722, -73.916434 40.661432, -73.91682999999999 40.662973))","Census Tract 898, Kings County, New York",2227,56054,573,13614,36047089800,1
36,047,093000,1400000US36047093000,36047093000,930,CT,194229,0,"POLYGON ((-73.917801 40.648568, -73.91632 40.649527, -73.918137 40.651157999999995, -73.91736999999999 40.651654, -73.91522599999999 40.653039, -73.91340699999999 40.651407, -73.911823 40.649983999999996, -73.91693699999999 40.646682999999996, -73.918515 40.648106, -73.917801 40.648568))","Census Tract 930, Kings County, New York",3026,82566,374,16939,36047093000,1
36,047,098400,1400000US36047098400,36047098400,984,CT,112821,0,"POLYGON ((-73.894679 40.647529999999996, -73.892551 40.648911, -73.88890099999999 40.64563, -73.891021 40.644245, -73.892837 40.645874, -73.894679 40.647529999999996))","Census Tract 984, Kings County, New York",2210,97386,421,30619,36047098400,2
36,061,022200,1400000US36061022200,36061022200,222,CT,181422,0,"POLYGON ((-73.95067999999999 40.810843, -73.947839 40.809641, -73.944994 40.808445999999996, -73.9469 40.805839, -73.94973999999999 40.80704, -73.952585 40.808237999999996, -73.95067999999999 40.810843))","Census Tract 222, New York County, New York",3616,61125,583,31651,36061022200,1
36,061,022600,1400000US36061022600,36061022600,226,CT,152979,0,"POLYGON ((-73.947034 40.81583, -73.944193 40.814634, -73.941347 40.813438, -73.941803 40.812815, -73.94224899999999 40.812200999999995, -73.94317199999999 40.810942, -73.94603099999999 40.812118999999996, -73.945568 40.812751999999996, -73.948419 40.813938, -73.947034 40.81583))","Census Tract 226, New York County, New York",5345,52838,869,10593,36061022600,1
36,081,070300,1400000US36081070300,36081070300,703,CT,241047,0,"POLYGON ((-73.863018 40.717707999999995, -73.859129 40.719544, -73.859223 40.720296, -73.859358 40.7214, -73.858522 40.721529, -73.858235 40.719595999999996, -73.857772 40.716456, -73.85745 40.713710999999996, -73.857298 40.711465, -73.858187 40.711600000000004, -73.859759 40.711845, -73.85963199999999 40.713598, -73.860038 40.714932, -73.861834 40.716592999999996, -73.863018 40.717707999999995))","Census Tract 703, Queens County, New York",2045,85805,315,9271,36081070300,1
36,005,001600,1400000US36005001600,36005001600,16,CT,485079,0,"POLYGON ((-73.862464 40.819247, -73.861531 40.819379, -73.86202899999999 40.821509, -73.861114 40.821632, -73.860193 40.821757, -73.85826399999999 40.822013, -73.858445 40.822773999999995, -73.855312 40.823192, -73.855136 40.822435999999996, -73.85480799999999 40.821028999999996, -73.854637 40.8203, -73.854142 40.818238, -73.85361999999999 40.816088, -73.856783 40.815661999999996, -73.85777999999999 40.815529999999995, -73.85870299999999 40.815405, -73.859717 40.815269, -73.861482 40.815028999999996, -73.861982 40.817135, -73.862464 40.819247))","Census Tract 16, Bronx County, New York",5826,40033,653,9907,36005001600,2
36,005,002500,1400000US36005002500,36005002500,25,CT,127492,0,"POLYGON ((-73.92383699999999 40.807809, -73.923375 40.808431999999996, -73.92288599999999 40.809106, -73.920046 40.807907, -73.919224 40.807558, -73.917479 40.806823, -73.917964 40.806115999999996, -73.918819 40.804905, -73.920615 40.805651, -73.92426499999999 40.807175, -73.92383699999999 40.807809))","Census Tract 25, Bronx County, New York",5642,25954,677,9864,36005002500,13
36,005,004600,1400000US36005004600,36005004600,46,CT,135340,0,"POLYGON ((-73.871515 40.824715, -73.86949899999999 40.824565, -73.86776499999999 40.822992, -73.867019 40.822303, -73.865746 40.821011999999996, -73.867656 40.820751, -73.86857599999999 40.820623999999995, -73.87050099999999 40.820364, -73.871515 40.824715))","Census Tract 46, Bronx County, New York",1745,29145,366,11846,36005004600,1
36,005,007100,1400000US36005007100,36005007100,71,CT,264262,0,"POLYGON ((-73.917625 40.816055, -73.91599099999999 40.817211, -73.914472 40.818507, -73.914031 40.818956, -73.91351999999999 40.819542, -73.911745 40.822106999999995, -73.9107 40.822323999999995, -73.908418 40.822181, -73.909909 40.821241, -73.910612 40.819224, -73.91138099999999 40.817372999999996, -73.911942 40.816047, -73.912954 40.814268999999996, -73.914954 40.814937, -73.916771 40.815698999999995, -73.917625 40.816055))","Census Tract 71, Bronx County, New York",2769,43079,383,5858,36005007100,1
36,005,011502,1400000US36005011502,36005011502,115.02,CT,336295,10037,"POLYGON ((-73.889646 40.821205, -73.889301 40.821432, -73.88797 40.82226, -73.88741 40.822537, -73.884411 40.82297, -73.884328 40.822614, -73.883788 40.821933, -73.882448 40.819269, -73.88098099999999 40.818238, -73.881408 40.817993, -73.88338 40.817350999999995, -73.885239 40.81707, -73.886161 40.81693, -73.887996 40.816663999999996, -73.889167 40.818618, -73.890824 40.820307, -73.889646 40.821205))","Census Tract 115.02, Bronx County, New York",4096,23791,763,8231,36005011502,5
36,081,016300,1400000US36081016300,36081016300,163,CT,218253,0,"POLYGON ((-73.91176399999999 40.755573, -73.912611 40.755970999999995, -73.912397 40.756236, -73.910684 40.758319, -73.909885 40.757946, -73.907794 40.760518, -73.90631499999999 40.759844, -73.907534 40.758044999999996, -73.907828 40.756999, -73.90846499999999 40.755292, -73.909013 40.75428, -73.910231 40.752977, -73.910451 40.752961, -73.91354199999999 40.753468999999996, -73.91176399999999 40.755573))","Census Tract 163, Queens County, New York",3675,30214,699,11423,36081016300,2
36,081,017400,1400000US36081017400,36081017400,174,CT,190574,0,"POLYGON ((-73.816074 40.680006999999996, -73.81066899999999 40.681543, -73.80622 40.682804, -73.805891 40.682897, -73.805031 40.681146, -73.80536099999999 40.68105, -73.809812 40.679793, -73.81521599999999 40.678258, -73.816074 40.680006999999996))","Census Tract 174, Queens County, New York",2483,82300,416,25135,36081017400,1
36,081,018502,1400000US36081018502,36081018502,185.02,CT,98391,0,"POLYGON ((-73.92466399999999 40.741800000000005, -73.923739 40.741692, -73.921883 40.741478, -73.92095599999999 40.741361999999995, -73.919099 40.741155, -73.919466 40.739312, -73.92132099999999 40.739525, -73.923176 40.73974, -73.924105 40.739847999999995, -73.92502999999999 40.739954999999995, -73.92466399999999 40.741800000000005))","Census Tract 185.02, Queens County, New York",3152,98750,350,25685,36081018502,1
36,081,026300,1400000US36081026300,36081026300,263,CT,196984,0,"POLYGON ((-73.89894199999999 40.746237, -73.89861599999999 40.746936999999996, -73.89791699999999 40.748494, -73.897577 40.749300000000005, -73.89635899999999 40.74877, -73.89502499999999 40.746469999999995, -73.89476499999999 40.744738999999996, -73.89501 40.744239, -73.895653 40.742684, -73.89613899999999 40.742795, -73.896453 40.742861, -73.896586 40.742903, -73.897536 40.743122, -73.900029 40.743762, -73.89894199999999 40.746237))","Census Tract 263, Queens County, New York",5360,75335,1096,23753,36081026300,4
36,081,027600,1400000US36081027600,36081027600,276,CT,158733,0,"POLYGON ((-73.790385 40.687754, -73.786439 40.688781999999996, -73.785805 40.688997, -73.783266 40.689994, -73.78234499999999 40.688407, -73.784939 40.687532, -73.78467599999999 40.687084999999996, -73.784485 40.68676, -73.786529 40.685111, -73.790026 40.687270999999996, -73.790385 40.687754))","Census Tract 276, Queens County, New York",1586,69875,500,47364,36081027600,1
36,081,072900,1400000US36081072900,36081072900,729,CT,193731,0,"POLYGON ((-73.85466199999999 40.712947, -73.85426 40.713592, -73.853447 40.714877, -73.853033 40.715519, -73.848714 40.713941999999996, -73.84912 40.713300000000004, -73.849525 40.712654, -73.850334 40.711371, -73.850916 40.710471, -73.855745 40.71123, -73.85466199999999 40.712947))","Census Tract 729, Queens County, New York",1462,151932,263,61508,36081072900,1
36,081,078800,1400000US36081078800,36081078800,788,CT,192534,0,"POLYGON ((-73.791652 40.67349, -73.790474 40.673390999999995, -73.788085 40.67301, -73.788831 40.669823, -73.78941 40.666841, -73.792174 40.66704, -73.79155 40.670207, -73.79243799999999 40.670328, -73.791652 40.67349))","Census Tract 788, Queens County, New York",2065,110833,524,24644,36081078800,5
36,081,080301,1400000US36081080301,36081080301,803.01,CT,315274,0,"POLYGON ((-73.83567599999999 40.744851, -73.835399 40.74552, -73.834324 40.747237, -73.83300299999999 40.747834, -73.831255 40.748106, -73.830609 40.749026, -73.831422 40.745127, -73.82941799999999 40.744932, -73.829301 40.745633, -73.827294 40.745436, -73.82741399999999 40.744735, -73.82426199999999 40.744420999999996, -73.825383 40.742295, -73.826663 40.742576, -73.830311 40.742971999999995, -73.835925 40.743500999999995, -73.83567599999999 40.744851))","Census Tract 803.01, Queens County, New York",3441,50033,731,7124,36081080301,1
36,047,037900,1400000US36047037900,36047037900,379,CT,183760,0,"POLYGON ((-73.922545 40.681936, -73.919866 40.682254, -73.91712199999999 40.682567999999996, -73.916977 40.681833999999995, -73.916831 40.681101, -73.916687 40.680371, -73.91654 40.679637, -73.916393 40.678906, -73.91630099999999 40.678577, -73.921646 40.678869999999996, -73.92213199999999 40.679745, -73.922427 40.681211, -73.922545 40.681936))","Census Tract 379, Kings County, New York",5046,56645,862,22324,36047037900,4
36,047,042100,1400000US36047042100,36047042100,421,CT,153377,0,"POLYGON ((-73.92725 40.696141999999995, -73.92527299999999 40.698161, -73.923833 40.699628, -73.923082 40.699200000000005, -73.922328 40.698772, -73.92157399999999 40.698344999999996, -73.920824 40.697918, -73.922271 40.696442999999995, -73.924249 40.694429, -73.924995 40.694855, -73.92575 40.695285, -73.92649899999999 40.695712, -73.92725 40.696141999999995))","Census Tract 421, Kings County, New York",4505,86964,758,23383,36047042100,6
36,047,043600,1400000US36047043600,36047043600,436,CT,137521,0,"POLYGON ((-73.980805 40.614447, -73.979638 40.615565, -73.977408 40.614218, -73.974777 40.612638, -73.974515 40.611256999999995, -73.974391 40.61058, -73.976372 40.611768999999995, -73.97701099999999 40.611173, -73.979474 40.612666, -73.980707 40.613402, -73.981438 40.613838, -73.980805 40.614447))","Census Tract 436, Kings County, New York",5057,58193,864,27630,36047043600,2
36,081,028900,1400000US36081028900,36081028900,289,CT,172620,0,"POLYGON ((-73.893734 40.754681, -73.892803 40.754777999999995, -73.890948 40.754974, -73.890613 40.753144999999996, -73.89026199999999 40.751200000000004, -73.891189 40.751101, -73.89086499999999 40.749057, -73.890576 40.747343, -73.890501 40.746942, -73.891431 40.746845, -73.892409 40.747135, -73.892708 40.748863, -73.893048 40.750907999999995, -73.89339799999999 40.752852, -73.893734 40.754681))","Census Tract 289, Queens County, New York",5631,76424,1433,16437,36081028900,10
36,081,032900,1400000US36081032900,36081032900,329,CT,436914,0,"POLYGON ((-73.887552 40.766349999999996, -73.884604 40.76699, -73.881858 40.767471, -73.87907299999999 40.767835999999996, -73.87870000000001 40.765761, -73.878864 40.763618, -73.877973 40.761795, -73.878954 40.761984, -73.88081799999999 40.761807, -73.881748 40.761705, -73.883607 40.761511, -73.884536 40.761413999999995, -73.886397 40.761216, -73.88673 40.763053, -73.887064 40.764873, -73.887552 40.766349999999996))","Census Tract 329, Queens County, New York",3238,53603,796,31590,36081032900,3
36,047,112600,1400000US36047112600,36047112600,1126,CT,168500,0,"POLYGON ((-73.896316 40.666019, -73.89443899999999 40.666297, -73.893446 40.666446, -73.892526 40.666581, -73.890694 40.666852, -73.889907 40.663778, -73.891738 40.663506999999996, -73.89365 40.663222999999995, -73.89553099999999 40.662945, -73.895921 40.664471, -73.896316 40.666019))","Census Tract 1126, Kings County, New York",3952,49311,772,27543,36047112600,8
36,047,116400,1400000US36047116400,36047116400,1164,CT,181565,0,"POLYGON ((-73.883889 40.672354999999996, -73.883074 40.672475, -73.88139199999999 40.672723, -73.87956799999999 40.672987, -73.879254 40.671732, -73.878871 40.670195, -73.878489 40.668655, -73.88278199999999 40.668026, -73.883175 40.669563, -73.883566 40.6711, -73.883889 40.672354999999996))","Census Tract 1164, Kings County, New York",4024,60137,835,12007,36047116400,2
36,047,117602,1400000US36047117602,36047117602,1176.02,CT,143799,0,"POLYGON ((-73.87668099999999 40.688088, -73.874054 40.689299, -73.873222 40.686938999999995, -73.872739 40.68541, -73.872187 40.683648999999996, -73.874105 40.683104, -73.874566 40.684954999999995, -73.87583099999999 40.684639, -73.87668099999999 40.688088))","Census Tract 1176.02, Kings County, New York",2776,53444,545,4397,36047117602,4
36,081,157902,1400000US36081157902,36081157902,1579.02,CT,722590,0,"POLYGON ((-73.717625 40.744028, -73.710296 40.747907999999995, -73.709971 40.747034, -73.70930899999999 40.745249, -73.708614 40.743364, -73.70794699999999 40.741578, -73.707186 40.739529999999995, -73.706514 40.737722, -73.71370999999999 40.736174999999996, -73.71477 40.7379, -73.715783 40.739894, -73.716568 40.74165, -73.717406 40.743511, -73.717625 40.744028))","Census Tract 1579.02, Queens County, New York",4160,88355,715,33939,36081157902,1
36,005,025000,1400000US36005025000,36005025000,250,CT,181709,0,"POLYGON ((-73.86012099999999 40.851627, -73.856895 40.85308, -73.85440799999999 40.8542, -73.852897 40.852264, -73.851368 40.850304, -73.85304599999999 40.849547, -73.854573 40.851509, -73.855383 40.851144, -73.85619 40.850778999999996, -73.858617 40.849686999999996, -73.86012099999999 40.851627))","Census Tract 250, Bronx County, New York",2601,82941,560,25574,36005025000,2
36,005,026602,1400000US36005026602,36005026602,266.02,CT,303397,0,"POLYGON ((-73.836693 40.84364, -73.832499 40.846848, -73.832235 40.847021999999996, -73.830542 40.849218, -73.83042999999999 40.849163999999995, -73.82885499999999 40.849689999999995, -73.827997 40.848624, -73.826883 40.846903, -73.82611299999999 40.845338999999996, -73.827575 40.844732, -73.830432 40.843858, -73.832965 40.843517999999996, -73.836868 40.843472999999996, -73.836693 40.84364))","Census Tract 266.02, Bronx County, New York",5033,41528,1094,15151,36005026602,11
36,085,007700,1400000US36085007700,36085007700,77,CT,248536,0,"POLYGON ((-74.094094 40.639267, -74.091146 40.639758, -74.087953 40.640465, -74.087091 40.640333999999996, -74.087206 40.639896, -74.087542 40.638449, -74.087279 40.637812, -74.08587899999999 40.636692, -74.088706 40.636845, -74.090907 40.635484999999996, -74.092449 40.635619, -74.093389 40.6366, -74.094094 40.639267))","Census Tract 77, Richmond County, New York",1646,80761,337,10692,36085007700,4
36,061,000600,1400000US36061000600,36061000600,6,CT,240406,176018,"POLYGON ((-73.99256199999999 40.714388, -73.99022 40.714405, -73.98933699999999 40.714133, -73.98716499999999 40.714312, -73.987062 40.713637999999996, -73.986926 40.712903, -73.98674199999999 40.711535999999995, -73.98654599999999 40.709297, -73.98653 40.704979, -73.98727099999999 40.705180999999996, -73.989381 40.705137, -73.991939 40.709528, -73.991777 40.709818999999996, -73.992267 40.712468, -73.99256199999999 40.714388))","Census Tract 6, New York County, New York",10576,19692,1239,8736,36061000600,3
36,061,001600,1400000US36061001600,36061001600,16,CT,207381,0,"POLYGON ((-73.996059 40.716232, -73.99480799999999 40.718457, -73.993095 40.717922, -73.991422 40.717417999999995, -73.989155 40.716708, -73.98975399999999 40.715553, -73.99022 40.714405, -73.99256199999999 40.714388, -73.993016 40.714355999999995, -73.99414 40.714269, -73.99484 40.714209, -73.99750399999999 40.714068999999995, -73.996059 40.716232))","Census Tract 16, New York County, New York",8132,41583,1138,31261,36061001600,1
36,061,003100,1400000US36061003100,36061003100,31,CT,204969,0,"POLYGON ((-74.008601 40.711392, -74.005889 40.714678, -74.00188399999999 40.719398, -74.001273 40.718961, -73.999956 40.718016999999996, -74.002115 40.715159, -74.00259799999999 40.714313, -74.00309399999999 40.713958, -74.003603 40.713646, -74.004858 40.712453, -74.005589 40.71217, -74.007018 40.711784, -74.008601 40.711392))","Census Tract 31, New York County, New York",1537,193667,276,37499,36061003100,3
36,061,004700,1400000US36061004700,36061004700,47,CT,165421,0,"POLYGON ((-74.00531 40.721824, -74.004575 40.724173, -74.00427499999999 40.724911, -74.004031 40.725513, -74.001933 40.724551999999996, -74.001127 40.724166, -74.002174 40.72293, -73.999853 40.721792, -74.00188399999999 40.719398, -74.003512 40.720557, -74.004635 40.721354, -74.00531 40.721824))","Census Tract 47, New York County, New York",2698,137882,427,44760,36061004700,3
36,081,095400,1400000US36081095400,36081095400,954,CT,808825,559625,"POLYGON ((-73.807512 40.597862, -73.802469 40.600967, -73.793652 40.602623, -73.796768 40.599384, -73.79636599999999 40.594941999999996, -73.796154 40.592847, -73.796025 40.591072, -73.795841 40.589247, -73.79559440271939 40.586781951397896, -73.8014345864318 40.585658064731, -73.801716 40.586672, -73.801991 40.588868999999995, -73.801005 40.589107999999996, -73.801175 40.590447, -73.802246 40.590769, -73.802438 40.592639999999996, -73.804901 40.595887, -73.807512 40.597862))","Census Tract 954, Queens County, New York",6609,75781,938,9375,36081095400,2
36,081,099704,1400000US36081099704,36081099704,997.04,CT,675915,0,"POLYGON ((-73.785422 40.782385, -73.78237 40.782969, -73.783529 40.788745, -73.78227 40.788661, -73.780692 40.787979, -73.77867599999999 40.785446, -73.776523 40.782447, -73.77532099999999 40.780466, -73.77583899999999 40.778613, -73.779477 40.777664, -73.782798 40.776666, -73.784593 40.776140999999996, -73.784729 40.778987, -73.78528399999999 40.781959, -73.785422 40.782385))","Census Tract 997.04, Queens County, New York",7432,82873,1529,14427,36081099704,2
36,061,014000,1400000US36061014000,36061014000,140,CT,179108,0,"POLYGON ((-73.960515 40.775642, -73.95909 40.777592, -73.958165 40.778861, -73.956546 40.77818, -73.954945 40.777504, -73.95540799999999 40.776868, -73.95586899999999 40.776236, -73.956334 40.775600999999995, -73.95679799999999 40.774967, -73.95729399999999 40.774283, -73.95779399999999 40.7736, -73.958255 40.772965, -73.959857 40.773643, -73.961475 40.774324, -73.960515 40.775642))","Census Tract 140, New York County, New York",7436,131641,912,34225,36061014000,1
36,061,014601,1400000US36061014601,36061014601,146.01,CT,74328,0,"POLYGON ((-73.954482 40.778138999999996, -73.95398399999999 40.778822, -73.951743 40.777875, -73.94937399999999 40.776876, -73.949872 40.776196, -73.950339 40.775563999999996, -73.952705 40.776561, -73.954945 40.777504, -73.954482 40.778138999999996))","Census Tract 146.01, New York County, New York",4305,131488,714,28733,36061014601,3
36,061,016400,1400000US36061016400,36061016400,164,CT,177390,0,"POLYGON ((-73.94746099999999 40.787752999999995, -73.947002 40.788382999999996, -73.946555 40.788996, -73.946086 40.789637, -73.945636 40.790254, -73.94339599999999 40.789308999999996, -73.941019 40.788319, -73.941937 40.787065, -73.943319 40.785174, -73.945696 40.786173, -73.947924 40.787121, -73.94746099999999 40.787752999999995))","Census Tract 164, New York County, New York",8041,25156,1244,11184,36061016400,1
36,061,016900,1400000US36061016900,36061016900,169,CT,180002,0,"POLYGON ((-73.975976 40.786369, -73.975016 40.787687, -73.972175 40.786487, -73.969335 40.785294, -73.969832 40.784611, -73.97030099999999 40.783975, -73.97076 40.783339999999995, -73.971223 40.782706, -73.974058 40.783901, -73.976902 40.785098, -73.975976 40.786369))","Census Tract 169, New York County, New York",7921,153854,980,36359,36061016900,1
